,MedInc,HouseAge,TotalRooms,TotalBedRooms,Population,Households,Latitude,Longitude,MedHouseVal
12040,4.7295,14.0,10395.0,1799.0,6295.0,1855.0,33.89,-117.48,1.499
5555,3.9792,15.0,412.0,128.0,310.0,137.0,33.96,-118.41,2.667
15230,11.0911,20.0,3370.0,433.0,1020.0,408.0,33.03,-117.21,5.00001
19747,3.7,29.0,1912.0,336.0,859.0,325.0,40.19,-122.24,0.705
18851,2.1571,13.0,2300.0,513.0,1151.0,488.0,41.32,-122.3,0.815
19004,4.0458,12.0,5127.0,998.0,2749.0,976.0,38.32,-121.96,1.306
18593,3.9408,46.0,695.0,136.0,408.0,148.0,37.09,-122.09,2.226
11586,5.4372,30.0,2460.0,403.0,1277.0,395.0,33.79,-118.01,2.232
11513,4.9044,24.0,1240.0,296.0,513.0,254.0,33.72,-118.07,4.85
20154,6.6257,39.0,2056.0,381.0,939.0,371.0,34.46,-119.19,4.276
12437,1.9306,22.0,639.0,203.0,664.0,153.0,33.66,-116.17,0.475
17797,5.4949,32.0,3747.0,665.0,1687.0,649.0,37.38,-121.82,3.308
7643,4.3687,33.0,1596.0,337.0,1650.0,329.0,33.82,-118.27,1.735
13384,4.8889,18.0,6025.0,1062.0,3360.0,1028.0,34.11,-117.6,1.557
16389,3.5735,25.0,1967.0,362.0,1035.0,361.0,38.05,-121.25,1.068
7095,4.375,27.0,3708.0,718.0,1921.0,721.0,33.93,-117.99,2.104
8160,4.325,37.0,1228.0,237.0,572.0,242.0,33.81,-118.13,2.239
9733,5.0092,17.0,3921.0,654.0,1895.0,641.0,36.82,-121.66,2.387
17512,4.4,52.0,2584.0,491.0,1087.0,433.0,37.34,-121.92,3.913
17972,3.1103,20.0,1145.0,198.0,431.0,173.0,37.32,-121.95,2.819
18099,5.7528,27.0,2826.0,451.0,1259.0,439.0,37.32,-122.04,4.314
2227,8.2737,7.0,4139.0,544.0,1843.0,562.0,36.86,-119.77,1.935
14162,1.8899,23.0,2556.0,662.0,1200.0,548.0,32.77,-117.05,1.477
5280,9.5221,48.0,3623.0,528.0,1282.0,516.0,34.05,-118.48,5.00001
8878,15.0001,52.0,3000.0,374.0,1143.0,375.0,34.04,-118.5,5.00001
11858,2.2067,24.0,1629.0,313.0,641.0,274.0,40.08,-120.91,0.696
533,3.7708,52.0,1222.0,264.0,630.0,265.0,37.78,-122.27,2.153
4728,3.3824,48.0,1825.0,404.0,728.0,363.0,34.05,-118.36,3.226
16972,4.2955,45.0,1685.0,321.0,815.0,314.0,37.56,-122.31,3.097
17927,3.925,37.0,1755.0,325.0,699.0,321.0,37.35,-121.96,2.513
8561,4.1818,22.0,2514.0,605.0,1225.0,568.0,33.93,-118.41,3.397
18985,2.5681,35.0,10869.0,2226.0,9879.0,2152.0,38.27,-121.94,0.813
5919,2.5147,38.0,1156.0,305.0,1359.0,289.0,34.28,-118.44,1.371
9072,2.0182,36.0,1205.0,317.0,678.0,290.0,34.7,-118.14,0.984
10244,6.9113,17.0,1452.0,188.0,630.0,194.0,33.9,-117.86,2.852
1494,4.125,19.0,3192.0,612.0,1317.0,594.0,37.94,-122.02,2.671
14906,2.7014,33.0,905.0,205.0,989.0,222.0,32.6,-117.06,1.082
15914,3.6429,52.0,2058.0,399.0,1208.0,399.0,37.74,-122.41,2.3
7186,2.9167,39.0,609.0,145.0,690.0,134.0,34.03,-118.18,1.458
18441,6.0538,20.0,3671.0,567.0,1944.0,589.0,37.24,-121.82,2.41
14015,3.0726,52.0,1052.0,239.0,381.0,201.0,32.75,-117.17,2.896
5424,3.6488,21.0,3244.0,815.0,1423.0,781.0,34.02,-118.42,3.408
3470,3.0526,24.0,3668.0,890.0,3151.0,810.0,34.29,-118.46,1.833
9813,3.1543,29.0,3735.0,808.0,1873.0,757.0,36.61,-121.92,2.538
17949,5.791,36.0,844.0,153.0,373.0,160.0,37.34,-121.96,2.541
4282,1.7325,36.0,1655.0,690.0,1957.0,633.0,34.1,-118.32,2.219
20501,6.5483,20.0,1586.0,187.0,699.0,209.0,34.3,-118.71,3.35
13439,4.1375,28.0,3193.0,525.0,1750.0,523.0,34.09,-117.42,1.283
20132,4.2599,35.0,4431.0,739.0,2304.0,720.0,34.41,-118.9,2.091
13218,5.7338,5.0,3761.0,580.0,2335.0,648.0,34.0,-117.68,2.254
15417,4.4531,5.0,5764.0,996.0,3161.0,1012.0,33.21,-117.27,1.775
15668,4.5523,52.0,3257.0,735.0,1045.0,620.0,37.8,-122.44,5.00001
15586,4.125,15.0,1985.0,361.0,536.0,209.0,33.05,-116.56,1.482
18325,10.3942,39.0,906.0,109.0,353.0,112.0,37.46,-122.15,5.00001
13740,4.6806,36.0,2223.0,361.0,942.0,331.0,34.03,-117.19,1.524
11486,4.2875,17.0,2801.0,649.0,1473.0,535.0,33.72,-117.99,1.348
15142,5.0201,18.0,2515.0,443.0,1442.0,449.0,32.82,-116.89,1.544
8295,4.0795,39.0,1995.0,634.0,867.0,567.0,33.75,-118.14,4.0
984,5.7519,27.0,1569.0,242.0,583.0,214.0,37.66,-121.87,2.785
19591,3.9821,22.0,1440.0,267.0,774.0,249.0,37.57,-120.88,2.043
8106,2.1397,32.0,2020.0,613.0,2557.0,562.0,33.79,-118.21,1.453
10733,6.6265,30.0,1891.0,364.0,635.0,314.0,33.6,-117.86,5.00001
12460,1.625,21.0,1988.0,483.0,1182.0,437.0,33.6,-114.6,0.62
16758,5.1149,39.0,3615.0,632.0,1571.0,615.0,37.71,-122.48,3.142
4796,2.2273,43.0,2122.0,524.0,1510.0,436.0,34.03,-118.35,1.233
4993,1.7083,44.0,1703.0,358.0,789.0,249.0,33.99,-118.31,1.0
20587,1.5208,19.0,1396.0,336.0,940.0,309.0,39.15,-121.6,0.703
6288,7.6286,33.0,629.0,76.0,253.0,75.0,34.05,-117.9,3.304
10960,3.8056,36.0,2656.0,572.0,2370.0,571.0,33.76,-117.89,1.772
12525,2.7316,46.0,1476.0,344.0,688.0,353.0,38.56,-121.48,1.347
14862,2.6296,25.0,3509.0,985.0,2359.0,899.0,32.65,-117.09,1.5
4244,8.2335,37.0,2330.0,434.0,846.0,457.0,34.11,-118.33,4.302
975,5.0677,52.0,775.0,134.0,315.0,123.0,37.66,-121.87,2.333
13177,8.4411,2.0,556.0,63.0,179.0,54.0,33.97,-117.78,5.00001
10266,5.7951,24.0,3935.0,625.0,1912.0,593.0,33.89,-117.84,2.269
12390,7.9885,5.0,846.0,249.0,117.0,67.0,33.74,-116.44,4.033
15934,3.7835,52.0,1931.0,358.0,1092.0,356.0,37.73,-122.41,2.713
3939,4.7125,27.0,2209.0,353.0,1034.0,344.0,34.21,-118.58,2.509
13264,2.2429,26.0,1855.0,553.0,1109.0,536.0,34.1,-117.66,1.5
2201,4.8036,11.0,2497.0,427.0,1101.0,405.0,36.83,-119.85,1.416
4393,2.7179,46.0,3007.0,854.0,2587.0,814.0,34.08,-118.27,1.843
19685,1.4661,44.0,2035.0,476.0,1030.0,453.0,39.14,-121.61,0.652
20371,5.3558,14.0,4719.0,734.0,1880.0,731.0,34.17,-118.9,3.138
8224,0.9318,35.0,1511.0,593.0,914.0,539.0,33.78,-118.19,1.875
2229,5.3886,15.0,1924.0,262.0,848.0,277.0,36.84,-119.77,1.253
15490,2.3267,12.0,3652.0,923.0,1677.0,728.0,33.14,-117.19,0.92
17597,5.8415,47.0,1604.0,284.0,639.0,278.0,37.3,-121.89,2.833
20491,3.5313,15.0,3221.0,659.0,1390.0,607.0,34.27,-118.67,1.918
7938,5.3889,33.0,2389.0,410.0,1229.0,393.0,33.86,-118.11,2.349
14879,3.455,37.0,2303.0,379.0,1026.0,357.0,32.63,-117.07,1.569
14421,2.3482,22.0,2981.0,873.0,1751.0,745.0,32.8,-117.23,1.906
10407,5.2497,4.0,3305.0,644.0,1693.0,597.0,33.66,-117.58,2.15
405,6.174,52.0,1803.0,240.0,572.0,236.0,37.9,-122.27,3.588
15173,7.0913,23.0,2023.0,309.0,678.0,340.0,33.03,-117.06,2.654
10802,5.2333,34.0,959.0,230.0,384.0,197.0,33.6,-117.96,4.714
18570,3.2216,36.0,2096.0,409.0,1454.0,394.0,36.92,-121.76,2.383
17351,3.5288,8.0,3119.0,620.0,1159.0,544.0,34.88,-120.41,1.655
15204,7.5604,9.0,1547.0,218.0,683.0,231.0,32.91,-117.08,3.279
13379,5.5198,14.0,15809.0,2485.0,7363.0,2410.0,34.14,-117.61,2.456
17285,4.4375,29.0,1769.0,297.0,703.0,269.0,34.41,-119.73,3.5
373,2.5568,44.0,617.0,131.0,378.0,135.0,37.75,-122.16,1.111
19260,4.0798,25.0,2696.0,496.0,1296.0,514.0,38.45,-122.74,1.792
3530,5.6912,22.0,5303.0,838.0,2372.0,807.0,34.26,-118.54,3.118
438,2.75,50.0,499.0,127.0,287.0,128.0,37.86,-122.3,1.406
15511,4.7941,24.0,2155.0,379.0,1158.0,360.0,33.15,-117.06,1.475
19328,3.5085,27.0,3894.0,776.0,1832.0,715.0,38.48,-122.87,1.878
12186,3.1513,10.0,2591.0,486.0,1255.0,425.0,33.71,-117.34,1.543
20406,7.001,26.0,1924.0,245.0,775.0,244.0,34.2,-118.87,2.868
5024,2.1875,48.0,1260.0,284.0,791.0,280.0,33.99,-118.32,1.152
9776,2.6648,33.0,1691.0,308.0,792.0,262.0,36.34,-121.24,1.646
13259,2.8326,11.0,7392.0,1796.0,3841.0,1621.0,34.1,-117.68,1.63
19556,2.273,36.0,2647.0,604.0,2045.0,550.0,37.61,-121.0,0.629
844,6.5116,16.0,1644.0,251.0,1033.0,267.0,37.58,-122.07,2.443
17125,2.0096,38.0,1276.0,314.0,955.0,287.0,37.45,-122.12,1.557
8457,3.825,34.0,2055.0,448.0,1134.0,408.0,33.91,-118.35,2.354
16397,2.8958,21.0,446.0,73.0,182.0,57.0,38.0,-121.25,1.35
6036,3.1786,34.0,344.0,108.0,315.0,119.0,34.06,-117.73,1.178
15828,3.575,52.0,2700.0,595.0,1181.0,575.0,37.75,-122.43,3.968
10713,4.5833,5.0,665.0,171.0,384.0,171.0,33.66,-117.84,2.304
2772,1.125,27.0,322.0,81.0,112.0,57.0,33.3,-115.96,0.544
15348,6.3054,14.0,2513.0,351.0,1151.0,357.0,33.3,-117.25,3.59
12508,5.1169,52.0,3994.0,635.0,1295.0,625.0,38.57,-121.45,2.325
14945,5.1098,16.0,3361.0,537.0,1754.0,578.0,32.74,-116.98,1.623
16724,3.9063,18.0,2474.0,449.0,1269.0,431.0,35.47,-120.66,1.848
20138,2.6991,50.0,1236.0,282.0,1079.0,257.0,34.4,-119.05,1.813
14416,3.1838,20.0,961.0,278.0,525.0,254.0,32.79,-117.24,2.458
1666,5.6293,15.0,3338.0,532.0,1834.0,520.0,38.03,-122.25,1.976
12349,3.6667,15.0,3004.0,615.0,437.0,210.0,33.8,-116.48,0.9
19263,3.1797,48.0,707.0,166.0,458.0,172.0,38.44,-122.72,1.404
18990,4.6719,17.0,1824.0,348.0,934.0,305.0,38.48,-121.99,2.5
5107,3.0682,43.0,2104.0,393.0,1132.0,394.0,33.94,-118.31,1.42
3370,6.1946,27.0,5205.0,859.0,2363.0,888.0,34.27,-118.27,2.761
3075,2.4044,36.0,3225.0,635.0,2034.0,593.0,35.77,-119.23,0.725
19724,2.6597,38.0,412.0,93.0,304.0,95.0,38.87,-121.69,0.86
19136,3.3827,30.0,3919.0,743.0,1693.0,693.0,38.3,-122.69,2.921
14460,2.3187,34.0,2105.0,444.0,780.0,406.0,32.85,-117.27,4.889
3857,4.4464,34.0,2180.0,424.0,906.0,429.0,34.17,-118.43,3.531
4476,3.375,33.0,851.0,231.0,936.0,228.0,34.08,-118.17,1.475
15698,14.2959,52.0,899.0,96.0,304.0,110.0,37.79,-122.46,5.00001
18997,6.0252,15.0,2857.0,373.0,1325.0,359.0,38.34,-121.96,1.517
2509,2.2083,18.0,902.0,195.0,771.0,174.0,36.84,-120.69,0.55
6492,3.6531,30.0,2281.0,522.0,1969.0,500.0,34.08,-118.01,1.663
19773,3.1319,27.0,1079.0,222.0,625.0,197.0,39.97,-122.14,0.627
5251,7.8426,35.0,3247.0,525.0,1065.0,484.0,34.08,-118.46,5.00001
522,5.2915,52.0,1316.0,177.0,378.0,162.0,37.76,-122.23,3.33
13282,3.0978,28.0,2459.0,492.0,1230.0,498.0,34.08,-117.68,1.372
17758,5.1017,17.0,2529.0,423.0,1756.0,429.0,37.35,-121.8,2.407
18918,3.1373,52.0,1888.0,457.0,830.0,408.0,38.05,-122.16,1.851
16294,1.5539,44.0,2204.0,473.0,1277.0,435.0,37.96,-121.23,0.592
1021,5.98,22.0,14701.0,2210.0,6693.0,2232.0,37.66,-121.79,2.45
18259,5.0796,36.0,1199.0,198.0,485.0,199.0,37.38,-122.08,3.734
2262,1.9575,24.0,3505.0,819.0,2098.0,774.0,36.79,-119.83,0.67
13311,4.7147,12.0,4427.0,822.0,2400.0,843.0,34.08,-117.61,1.587
17010,4.8047,15.0,5417.0,1199.0,2593.0,1098.0,37.53,-122.28,4.38
10541,4.89,9.0,6564.0,1316.0,1720.0,904.0,33.46,-117.74,4.541
4327,3.5083,52.0,1777.0,454.0,671.0,439.0,34.08,-118.33,5.00001
6032,3.7321,33.0,4100.0,740.0,2580.0,730.0,34.07,-117.72,1.342
9147,5.9263,3.0,6577.0,1056.0,3032.0,1004.0,34.52,-118.5,2.518
669,3.4583,36.0,1468.0,252.0,733.0,229.0,37.7,-122.15,1.926
3976,6.4044,25.0,3124.0,468.0,1241.0,439.0,34.18,-118.62,3.331
4683,3.1765,52.0,2373.0,601.0,1135.0,576.0,34.08,-118.36,2.25
7389,1.8661,38.0,1231.0,346.0,1217.0,354.0,33.97,-118.25,1.066
17831,5.5968,23.0,1793.0,319.0,1145.0,310.0,37.4,-121.85,2.432
8108,1.9848,38.0,2010.0,595.0,1535.0,525.0,33.8,-118.19,1.604
5608,3.1392,8.0,1115.0,412.0,1472.0,396.0,33.8,-118.3,1.462
349,2.3281,44.0,1218.0,248.0,763.0,254.0,37.75,-122.17,0.888
2101,1.3029,52.0,2137.0,448.0,1194.0,444.0,36.74,-119.76,0.691
2199,5.1781,4.0,4833.0,784.0,2088.0,789.0,36.83,-119.87,1.225
2470,2.4814,20.0,1935.0,363.0,1319.0,359.0,36.58,-119.9,0.746
13801,3.7252,20.0,7052.0,1306.0,2197.0,810.0,34.37,-117.63,1.671
24,2.6,52.0,2224.0,437.0,1006.0,422.0,37.84,-122.27,1.326
345,1.712,36.0,1047.0,214.0,651.0,166.0,37.75,-122.18,0.821
2122,2.4728,18.0,8099.0,1670.0,4476.0,1514.0,36.74,-119.71,0.883
18887,3.0507,52.0,2050.0,492.0,1277.0,463.0,38.11,-122.24,1.073
3870,4.3839,26.0,2548.0,647.0,1098.0,540.0,34.16,-118.46,2.991
3987,4.4167,28.0,3274.0,571.0,1424.0,521.0,34.19,-118.64,2.473
13800,3.0357,7.0,3940.0,764.0,2140.0,711.0,34.54,-117.36,0.913
705,5.3169,10.0,2031.0,357.0,867.0,352.0,37.66,-122.04,2.992
2118,3.9514,27.0,1691.0,282.0,869.0,337.0,36.75,-119.72,0.869
9409,5.9073,35.0,4127.0,689.0,1596.0,707.0,37.89,-122.53,4.004
9517,2.0074,27.0,990.0,238.0,592.0,225.0,39.15,-123.2,0.962
14028,2.465,40.0,2261.0,579.0,903.0,525.0,32.75,-117.15,1.987
14562,3.4318,31.0,2558.0,512.0,1164.0,492.0,32.83,-117.22,2.004
8895,3.6769,31.0,3155.0,808.0,1208.0,745.0,34.03,-118.49,4.5
8669,4.6048,34.0,2112.0,614.0,946.0,574.0,33.82,-118.43,5.00001
19430,4.6053,6.0,3655.0,598.0,1993.0,596.0,37.66,-121.06,1.501
2275,1.8514,34.0,2200.0,493.0,1243.0,431.0,36.8,-119.78,0.665
2539,1.7308,52.0,2416.0,618.0,1150.0,571.0,40.8,-124.16,0.805
3096,3.625,35.0,2916.0,594.0,1870.0,432.0,35.73,-117.73,0.55
3756,3.3125,44.0,901.0,179.0,473.0,179.0,34.18,-118.38,1.864
5841,3.0179,37.0,1519.0,331.0,613.0,315.0,34.19,-118.32,2.725
19060,2.7457,37.0,1549.0,301.0,863.0,275.0,38.16,-122.41,2.547
8270,2.7212,39.0,2428.0,634.0,1312.0,612.0,33.77,-118.15,2.663
6711,7.4817,41.0,3039.0,482.0,973.0,446.0,34.14,-118.16,5.00001
16918,10.4286,52.0,2170.0,269.0,784.0,274.0,37.57,-122.35,5.00001
1440,2.8456,40.0,1797.0,401.0,756.0,369.0,37.98,-122.02,1.655
5673,5.4533,33.0,2265.0,366.0,986.0,388.0,33.73,-118.31,4.098
14659,2.7652,19.0,2157.0,554.0,1349.0,535.0,32.81,-117.13,1.774
10693,4.8611,16.0,590.0,130.0,178.0,121.0,33.61,-117.73,1.868
10343,8.4112,16.0,2022.0,254.0,789.0,270.0,33.61,-117.66,2.869
14391,4.05,45.0,1718.0,293.0,757.0,329.0,32.74,-117.24,2.849
12858,2.2788,38.0,1001.0,228.0,597.0,226.0,38.67,-121.38,0.734
6184,5.0123,35.0,1810.0,318.0,1164.0,332.0,34.09,-117.92,1.657
7427,2.1406,41.0,679.0,184.0,788.0,185.0,33.95,-118.2,1.653
3577,3.0977,24.0,4631.0,1164.0,2360.0,1083.0,34.24,-118.54,2.64
16998,7.3644,16.0,3913.0,565.0,1752.0,557.0,37.54,-122.27,4.197
7537,2.6429,24.0,1545.0,391.0,1807.0,388.0,33.91,-118.21,1.053
4912,1.4327,47.0,921.0,264.0,881.0,221.0,34.01,-118.27,1.141
553,2.9899,52.0,2097.0,444.0,915.0,413.0,37.77,-122.26,2.281
18935,7.2589,21.0,2475.0,341.0,812.0,308.0,38.23,-122.18,3.204
2120,3.1719,39.0,1745.0,321.0,901.0,303.0,36.75,-119.73,0.679
16275,2.0833,31.0,1673.0,382.0,1734.0,400.0,37.93,-121.25,0.483
7724,5.1587,36.0,1949.0,319.0,909.0,325.0,33.94,-118.11,2.966
12613,3.0963,23.0,6876.0,1456.0,2942.0,1386.0,38.51,-121.52,1.569
17069,7.6864,16.0,4428.0,664.0,1677.0,623.0,37.53,-122.25,4.225
13491,3.9191,17.0,5451.0,1008.0,3533.0,940.0,34.06,-117.4,1.016
1721,4.125,33.0,44.0,6.0,23.0,11.0,38.0,-122.39,2.125
6838,3.085,32.0,1880.0,428.0,1404.0,424.0,34.07,-118.13,2.205
19270,3.6292,8.0,5823.0,1104.0,2864.0,1041.0,38.45,-122.76,1.836
3128,3.5391,5.0,4849.0,920.0,2504.0,847.0,35.13,-117.98,0.819
11047,5.4298,28.0,1972.0,315.0,970.0,326.0,33.81,-117.83,2.342
1077,3.0625,8.0,5690.0,1189.0,2887.0,1077.0,39.73,-121.79,1.163
5431,3.725,35.0,1728.0,442.0,1161.0,420.0,34.02,-118.41,3.1
14454,3.875,39.0,1877.0,426.0,805.0,409.0,32.83,-117.27,4.1
14208,3.5437,27.0,1790.0,356.0,1286.0,347.0,32.69,-117.04,1.158
17126,3.2642,31.0,2247.0,573.0,1711.0,511.0,37.46,-122.13,1.856
6383,4.5625,36.0,3908.0,732.0,1688.0,725.0,34.16,-118.05,3.768
11736,4.2917,17.0,7635.0,1284.0,3096.0,1227.0,38.88,-121.06,1.843
12762,1.8571,31.0,1540.0,452.0,1079.0,444.0,38.63,-121.4,0.987
9249,3.8257,13.0,3356.0,589.0,1458.0,601.0,36.97,-120.08,0.942
16884,7.8997,36.0,6026.0,852.0,2314.0,892.0,37.58,-122.39,5.00001
4089,4.615,48.0,680.0,131.0,268.0,126.0,34.15,-118.42,3.714
8415,2.182,37.0,3107.0,903.0,3456.0,734.0,33.94,-118.34,1.475
5711,3.4531,41.0,2476.0,506.0,1271.0,485.0,34.22,-118.24,2.639
1090,1.5064,42.0,2978.0,694.0,1879.0,679.0,39.72,-121.82,0.663
10755,4.2222,45.0,1883.0,419.0,653.0,328.0,33.61,-117.89,5.00001
19911,4.0298,44.0,2032.0,308.0,791.0,336.0,36.32,-119.31,1.09
8896,4.1365,27.0,4725.0,1185.0,1945.0,1177.0,34.02,-118.49,4.708
8404,2.68,30.0,1132.0,347.0,1433.0,341.0,33.93,-118.36,1.7
1413,4.475,43.0,1454.0,234.0,683.0,258.0,37.94,-122.07,2.657
11608,8.7015,18.0,3414.0,434.0,1272.0,454.0,33.78,-118.05,3.909
3358,2.2992,52.0,2081.0,478.0,1051.0,419.0,40.41,-120.66,0.702
7486,3.0417,35.0,1669.0,445.0,1870.0,412.0,33.92,-118.21,1.173
12102,5.2713,7.0,11232.0,1791.0,4218.0,1644.0,33.94,-117.31,2.165
11554,4.506,26.0,4065.0,741.0,1960.0,739.0,33.74,-117.99,2.4
20336,3.9699,14.0,15207.0,2924.0,6301.0,2829.0,34.23,-118.96,2.17
11824,2.3696,17.0,2289.0,450.0,1182.0,397.0,39.04,-120.99,1.668
12684,2.925,19.0,2497.0,494.0,748.0,442.0,38.55,-121.4,1.424
4148,3.3326,52.0,1580.0,426.0,1462.0,406.0,34.12,-118.2,1.676
11145,4.765,23.0,2089.0,377.0,1085.0,362.0,33.85,-117.98,1.815
6246,3.1667,36.0,931.0,160.0,746.0,201.0,34.05,-117.97,1.58
15531,4.4655,7.0,2810.0,464.0,1564.0,457.0,33.15,-117.12,1.828
3922,5.4548,35.0,782.0,144.0,425.0,140.0,34.19,-118.56,2.014
7021,3.4083,34.0,1357.0,310.0,1042.0,287.0,33.98,-118.1,1.567
6342,1.9762,52.0,1171.0,318.0,1126.0,276.0,34.06,-117.75,1.058
1609,3.12,23.0,1025.0,205.0,263.0,191.0,37.86,-122.07,1.55
17276,2.6103,44.0,1208.0,357.0,603.0,297.0,34.41,-119.69,5.0
11381,3.6364,19.0,1028.0,191.0,340.0,159.0,33.68,-117.95,2.528
9040,4.0211,4.0,23386.0,4171.0,10493.0,3671.0,34.68,-118.09,1.44
2197,1.3221,30.0,2288.0,474.0,1435.0,425.0,36.81,-119.88,0.612
19893,2.625,19.0,1427.0,311.0,1026.0,293.0,36.3,-119.2,0.57
4339,1.525,34.0,479.0,182.0,557.0,170.0,34.08,-118.29,2.1
5082,2.9375,44.0,1242.0,270.0,811.0,274.0,33.98,-118.3,0.952
14649,3.2679,30.0,156.0,45.0,77.0,40.0,32.77,-117.2,1.375
1514,2.6998,25.0,5869.0,1685.0,2669.0,1554.0,37.9,-122.06,2.161
11950,3.9128,30.0,2992.0,516.0,1521.0,507.0,33.94,-117.44,1.269
361,6.86,33.0,1809.0,261.0,808.0,219.0,37.75,-122.12,2.5
14586,3.875,35.0,2263.0,427.0,1001.0,408.0,32.84,-117.19,1.72
18553,2.1667,42.0,538.0,107.0,200.0,104.0,36.96,-122.04,1.964
13338,4.4042,9.0,2107.0,411.0,1138.0,389.0,34.02,-117.65,1.591
10014,4.3646,9.0,3415.0,562.0,1208.0,479.0,39.25,-121.18,1.859
10520,8.3275,4.0,1764.0,220.0,705.0,224.0,33.55,-117.69,3.842
19237,6.6004,17.0,1528.0,264.0,606.0,251.0,38.48,-122.6,3.415
16182,1.2411,52.0,888.0,324.0,630.0,258.0,37.96,-121.29,1.125
3937,4.0313,13.0,6227.0,1317.0,3739.0,1226.0,34.21,-118.58,2.993
16405,3.3882,44.0,608.0,108.0,287.0,83.0,38.02,-121.2,1.25
18038,9.3834,21.0,4872.0,594.0,1811.0,560.0,37.22,-121.93,5.00001
5987,3.1477,52.0,2867.0,496.0,978.0,513.0,34.1,-117.72,2.912
16450,4.119,38.0,2803.0,500.0,1223.0,509.0,38.14,-121.28,1.288
9680,3.0685,13.0,1907.0,544.0,575.0,234.0,37.64,-118.97,1.625
16509,4.1833,22.0,2606.0,411.0,1252.0,397.0,37.76,-121.11,1.921
10843,4.8359,25.0,7060.0,1159.0,3903.0,1139.0,33.68,-117.9,2.492
10516,6.1007,17.0,2486.0,417.0,876.0,361.0,33.52,-117.71,3.409
11312,4.1917,38.0,1476.0,308.0,1114.0,309.0,33.77,-117.95,1.818
95,2.0096,36.0,5329.0,2477.0,3469.0,2323.0,37.8,-122.26,1.3
12063,3.2917,30.0,701.0,131.0,356.0,125.0,33.87,-117.58,1.443
10948,2.6561,14.0,5526.0,1916.0,6799.0,1796.0,33.75,-117.87,1.444
9467,3.5,49.0,2290.0,482.0,1201.0,479.0,39.44,-123.79,1.133
16155,3.0877,47.0,2695.0,643.0,1505.0,644.0,37.78,-122.49,3.291
2080,1.8971,41.0,1973.0,399.0,1107.0,375.0,36.76,-119.82,0.669
13003,2.7388,15.0,2116.0,524.0,866.0,519.0,38.67,-121.27,1.116
19096,4.8603,16.0,2621.0,416.0,1247.0,386.0,38.24,-122.6,1.984
19895,1.7734,23.0,951.0,235.0,806.0,222.0,36.3,-119.21,0.414
9584,1.9528,13.0,3474.0,927.0,2149.0,821.0,37.32,-120.49,0.853
2515,2.3507,39.0,4179.0,814.0,2111.0,809.0,39.74,-122.19,0.656
3649,3.4612,36.0,1191.0,266.0,718.0,248.0,34.22,-118.44,1.788
15202,6.5853,16.0,1653.0,228.0,690.0,224.0,32.91,-117.08,2.484
5915,1.7708,32.0,527.0,146.0,582.0,143.0,34.28,-118.44,1.388
18115,6.7123,26.0,1983.0,301.0,924.0,297.0,37.3,-122.02,3.546
3361,2.2661,16.0,3412.0,667.0,1873.0,590.0,40.37,-120.58,0.618
2048,0.6991,26.0,2645.0,1005.0,1660.0,991.0,36.72,-119.73,0.895
7628,5.144,27.0,489.0,98.0,403.0,97.0,33.85,-118.28,1.808
2380,2.59,21.0,1834.0,321.0,1120.0,314.0,36.71,-119.52,0.693
16629,3.3958,12.0,3522.0,683.0,1780.0,662.0,35.32,-120.82,2.158
11779,5.8718,6.0,3819.0,550.0,1738.0,587.0,38.77,-121.28,2.014
17171,10.6514,33.0,370.0,42.0,153.0,53.0,37.39,-122.25,5.00001
7163,3.5938,46.0,705.0,167.0,655.0,149.0,34.04,-118.17,1.411
507,2.6997,52.0,3108.0,813.0,1623.0,765.0,37.83,-122.28,1.269
12344,2.1042,16.0,343.0,85.0,29.0,14.0,33.82,-116.5,0.875
13651,2.7002,6.0,7423.0,2111.0,4092.0,1789.0,34.05,-117.31,0.883
9422,4.1792,42.0,1505.0,324.0,553.0,277.0,37.93,-122.66,3.5
18837,2.2206,50.0,1525.0,308.0,661.0,285.0,41.73,-122.64,0.632
1958,2.7273,42.0,1276.0,260.0,799.0,259.0,38.73,-120.81,1.286
13936,5.2185,16.0,3474.0,633.0,853.0,315.0,34.24,-117.28,1.286
17275,2.25,39.0,1383.0,459.0,677.0,362.0,34.38,-119.69,2.813
8582,7.9059,38.0,2868.0,466.0,1098.0,438.0,33.9,-118.4,4.771
5680,4.25,40.0,1933.0,475.0,902.0,412.0,33.71,-118.29,3.328
12112,4.4063,23.0,3021.0,527.0,1580.0,533.0,34.01,-117.32,1.299
12758,2.4632,35.0,2024.0,359.0,786.0,364.0,38.61,-121.39,1.569
8767,3.7778,35.0,1008.0,165.0,391.0,167.0,33.81,-118.39,4.875
20137,2.8417,22.0,1815.0,506.0,2428.0,473.0,34.36,-119.05,1.625
17192,2.4717,24.0,5652.0,1313.0,2312.0,1294.0,34.44,-119.77,2.953
11091,3.6761,18.0,3197.0,809.0,1894.0,726.0,33.82,-117.89,1.405
13807,1.6515,37.0,1199.0,351.0,782.0,296.0,34.9,-117.02,0.616
18796,2.2583,18.0,754.0,161.0,247.0,107.0,40.89,-122.31,0.788
18611,4.5972,39.0,1065.0,248.0,497.0,208.0,37.11,-122.05,1.463
11070,5.1785,17.0,2830.0,502.0,1370.0,459.0,33.84,-117.85,2.473
843,5.5218,15.0,2576.0,418.0,1657.0,410.0,37.58,-122.08,2.544
